,name,key,typee
451,Y.-H. Han,journals/jsac/HanCH06,Article
452,J. Choi,journals/jsac/HanCH06,Article
453,S.-H. Hwang,journals/jsac/HanCH06,Article
454,John Y. Kim,journals/jsac/KimSA01,Article
455,Gordon L. Stuber,journals/jsac/KimSA01,Article
456,Ian F. Akyildiz,journals/jsac/KimSA01,Article
457,Abdallah Khreishah,journals/jsac/KhreishahWS09,Article
458,Chih-Chun Wang,journals/jsac/KhreishahWS09,Article
459,Ness B. Shroff,journals/jsac/KhreishahWS09,Article
460,Jay A. Weitzen,journals/jsac/Weitzen92,Article
461,Leslie D. Servi,journals/jsac/Servi86,Article
462,Joseph S. Kaufman,journals/jsac/Kaufman86,Article
463,Yasunori Iwanami,journals/jsac/Iwanami95,Article
464,Zhigong Wang,journals/jsac/WangLB91,Article
465,Ulrich Langmann,journals/jsac/WangLB91,Article
466,Berthold G. Bosch,journals/jsac/WangLB91,Article
467,Susumu Maruno,journals/jsac/MarunoKNSM94,Article
468,Toshiyuki Kohda,journals/jsac/MarunoKNSM94,Article
469,Hiroyuki Nakahira,journals/jsac/MarunoKNSM94,Article
470,Shiro Sakiyama,journals/jsac/MarunoKNSM94,Article
471,Masakatsu Maruyama,journals/jsac/MarunoKNSM94,Article
472,Franois Oguet,journals/jsac/OguetSKQ90,Article
473,Christiane Schwartz,journals/jsac/OguetSKQ90,Article
474,Francis Kretz,journals/jsac/OguetSKQ90,Article
475,Maryse Qur,journals/jsac/OguetSKQ90,Article
476,Lara Dolecek,journals/jsac/DolecekBBJRV14,Article
477,Mario Blaum,journals/jsac/DolecekBBJRV14,Article
478,Jehoshua Bruck,journals/jsac/DolecekBBJRV14,Article
479,Anxiao Andrew Jiang,journals/jsac/DolecekBBJRV14,Article
480,Kannan Ramchandran,journals/jsac/DolecekBBJRV14,Article
481,Bane Vasic,journals/jsac/DolecekBBJRV14,Article
482,Martin Haenggi,journals/jsac/HaenggiABDFT09,Article
483,Jeffrey G. Andrews,journals/jsac/HaenggiABDFT09,Article
484,Franois Baccelli,journals/jsac/HaenggiABDFT09,Article
485,Olivier Dousse,journals/jsac/HaenggiABDFT09,Article
486,Massimo Franceschetti,journals/jsac/HaenggiABDFT09,Article
487,Donald F. Towsley,journals/jsac/HaenggiABDFT09,Article
488,Edvin Bredrup,journals/jsac/BredrupEHS86,Article
489,Kre Evensen,journals/jsac/BredrupEHS86,Article
490,Bjarne Emil Helvik,journals/jsac/BredrupEHS86,Article
491,Anders Rygh Swensen,journals/jsac/BredrupEHS86,Article
492,Stuart D. Sandberg,journals/jsac/SandbergT95,Article
493,Michael A. Tzannes,journals/jsac/SandbergT95,Article
494,Peter Jung,journals/jsac/Jung96,Article
495,Florian Moll,journals/jsac/MollHSBFNSG15,Article
496,Joachim Horwath,journals/jsac/MollHSBFNSG15,Article
497,Amita Shrestha,journals/jsac/MollHSBFNSG15,Article
498,Martin Brechtelsbauer,journals/jsac/MollHSBFNSG15,Article
499,Christian Fuchs,journals/jsac/MollHSBFNSG15,Article
500,Luis Martn Navajas,journals/jsac/MollHSBFNSG15,Article
501,Alberto M. Lozano Souto,journals/jsac/MollHSBFNSG15,Article
502,Dionisio Diaz Gonzalez,journals/jsac/MollHSBFNSG15,Article
503,Christopher Cramer,journals/jsac/CramerG00,Article
504,Erol Gelenbe,journals/jsac/CramerG00,Article
505,Tetsuo Kinoshita,journals/jsac/KinoshitaSS88,Article
506,Kenji Sugawara,journals/jsac/KinoshitaSS88,Article
507,Norio Shiratori,journals/jsac/KinoshitaSS88,Article
508,Harris A. Stover,journals/jsac/Stover85,Article
509,James A. Chiddix,journals/jsac/ChiddixLPWW90,Article
510,Herzel Laor,journals/jsac/ChiddixLPWW90,Article
511,David M. Pangrac,journals/jsac/ChiddixLPWW90,Article
512,Louis D. Williamson,journals/jsac/ChiddixLPWW90,Article
513,Ronal W. Wolfe,journals/jsac/ChiddixLPWW90,Article
514,Sreenivasa A. Raghavan,journals/jsac/RaghavanWM92,Article
515,Jack K. Wolf,journals/jsac/RaghavanWM92,Article
516,Laurence B. Milstein,journals/jsac/RaghavanWM92,Article
517,Sameera S. Ponda,journals/jsac/PondaJKCH12,Article
518,Luke B. Johnson,journals/jsac/PondaJKCH12,Article
519,Andrew N. Kopeikin,journals/jsac/PondaJKCH12,Article
520,Han-Lim Choi,journals/jsac/PondaJKCH12,Article
521,Jonathan P. How,journals/jsac/PondaJKCH12,Article
522,Tsang-Yi Wang,journals/jsac/WangHVC05,Article
523,Yunghsiang S. Han,journals/jsac/WangHVC05,Article
524,Pramod K. Varshney,journals/jsac/WangHVC05,Article
525,Po-Ning Chen,journals/jsac/WangHVC05,Article
526,Babak Hassibi,journals/jsac/HassibiS07,Article
527,Masoud Sharif,journals/jsac/HassibiS07,Article
528,Thilo Schondienst,journals/jsac/SchondienstDPV14,Article
529,Dylan A. P. Davis,journals/jsac/SchondienstDPV14,Article
530,Jeremy Plante,journals/jsac/SchondienstDPV14,Article
531,Vinod M. Vokkarane,journals/jsac/SchondienstDPV14,Article
532,Yuan Wu,journals/jsac/WuZHT14,Article
533,Qionghua Zhu,journals/jsac/WuZHT14,Article
534,Jianwei Huang,journals/jsac/WuZHT14,Article
535,Danny H. K. Tsang,journals/jsac/WuZHT14,Article
536,Zhi Tian,journals/jsac/TianLL11,Article
537,Geert Leus,journals/jsac/TianLL11,Article
538,Vincenzo Lottici,journals/jsac/TianLL11,Article
539,Adrian Segall,journals/jsac/SegallBO91,Article
540,Tsipora P. Barzilai,journals/jsac/SegallBO91,Article
541,Yoram Ofek,journals/jsac/SegallBO91,Article
542,Henrik Petander,journals/jsac/PetanderPLS06,Article
543,Eranga Perera,journals/jsac/PetanderPLS06,Article
544,Kun-Chan Lan,journals/jsac/PetanderPLS06,Article
545,Aruna Seneviratne,journals/jsac/PetanderPLS06,Article
546,Mikael Skoglund,journals/jsac/SkoglundJ03,Article
547,George Jngren,journals/jsac/SkoglundJ03,Article
548,Chia-Jiu Wang,journals/jsac/Wang95,Article
549,Doru Calin,journals/jsac/CalinA01,Article
550,Marc Areny,journals/jsac/CalinA01,Article
551,Chung-Sheng Li,journals/jsac/LiGL96,Article
552,Christos J. Georgiou,journals/jsac/LiGL96,Article
553,Ki Won Lee,journals/jsac/LiGL96,Article
554,Daisuke Umehara,journals/jsac/UmeharaHDMS09,Article
555,Tomoya Hirano,journals/jsac/UmeharaHDMS09,Article
556,Satoshi Denno,journals/jsac/UmeharaHDMS09,Article
557,Masahiro Morikura,journals/jsac/UmeharaHDMS09,Article
558,Takatoshi Sugiyama,journals/jsac/UmeharaHDMS09,Article
559,Mostafa Salehi,journals/jsac/SalehiR13,Article
560,Hamid R. Rabiee,journals/jsac/SalehiR13,Article
561,Tadashi Fujino,journals/jsac/FujinoU83,Article
562,Yoshiaki Umeda,journals/jsac/FujinoU83,Article
563,Jaehyun Park,journals/jsac/ParkC15,Article
564,Bruno Clerckx,journals/jsac/ParkC15,Article
565,Emre Yetginer,journals/jsac/YetginerK08,Article
566,Ezhan Karasan,journals/jsac/YetginerK08,Article
567,Xiaohui Liang,journals/jsac/LiangLZLLS13,Article
568,Xu Li,journals/jsac/LiangLZLLS13,Article
569,Kuan Zhang,journals/jsac/LiangLZLLS13,Article
570,Rongxing Lu,journals/jsac/LiangLZLLS13,Article
571,Xiaodong Lin,journals/jsac/LiangLZLLS13,Article
572,Xuemin Shen,journals/jsac/LiangLZLLS13,Article
573,Donald M. Topkis,journals/jsac/Topkis89,Article
574,Naresh Coppisetti,journals/jsac/CoppisettiKA93,Article
575,Subhash C. Kwatra,journals/jsac/CoppisettiKA93,Article
576,Awad Kh. Al-Asmari,journals/jsac/CoppisettiKA93,Article
577,Azadeh Sheikholeslami,journals/jsac/SheikholeslamiGP13,Article
578,Dennis Goeckel,journals/jsac/SheikholeslamiGP13,Article
579,Hossein Pishro-Nik,journals/jsac/SheikholeslamiGP13,Article
580,Ali Adjoudani,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
581,Eric C. Beck,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
582,Andreas Peter Burg,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
583,Goran M. Djuknic,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
584,Thomas G. Gvoth,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
585,D. Haessig,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
586,Salim Manji,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
587,Michelle A. Milbrodt,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
588,Markus Rupp,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
589,Dragan Samardzija,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
590,Arnold B. Siegel,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
591,Tod Sizer,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
592,Cuong Tran 0002,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
593,Susan Walker,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
594,Stephen A. Wilkus,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
595,Peter W. Wolniansky,journals/jsac/AdjoudaniBBDGHMMRSSSTWWW03,Article
596,Nizar Bouabdallah,journals/jsac/BouabdallahBDP05,Article
597,Andr-Luc Beylot,journals/jsac/BouabdallahBDP05,Article
598,Emannuel Dotaro,journals/jsac/BouabdallahBDP05,Article
599,Guy Pujolle,journals/jsac/BouabdallahBDP05,Article
600,Koji Kikushima,journals/jsac/KikushimaYNKKSKS96,Article
601,Hisao Yoshinaga,journals/jsac/KikushimaYNKKSKS96,Article
602,Hiroshi Nakamoto,journals/jsac/KikushimaYNKKSKS96,Article
603,Chisei Kishimoto,journals/jsac/KikushimaYNKKSKS96,Article
604,Masami Kawabe,journals/jsac/KikushimaYNKKSKS96,Article
605,Ko-Ichi Suto,journals/jsac/KikushimaYNKKSKS96,Article
606,Kiyomi Kumozaki,journals/jsac/KikushimaYNKKSKS96,Article
607,Nori Shibata,journals/jsac/KikushimaYNKKSKS96,Article
608,Nen-Fu Huang,journals/jsac/HuangZ99,Article
609,Shi-Ming Zhao,journals/jsac/HuangZ99,Article
610,Sassan Pejhan,journals/jsac/PejhanEA95,Article
611,Alexandros Eleftheriadis,journals/jsac/PejhanEA95,Article
612,Dimitris Anastassiou,journals/jsac/PejhanEA95,Article
613,Thomas L. Phinney,journals/jsac/PhinneyJ83,Article
614,George D. Jelatis,journals/jsac/PhinneyJ83,Article
615,Chen-Yi Lee,journals/jsac/LeeCM90,Article
616,Francky Catthoor,journals/jsac/LeeCM90,Article
617,Hugo De Man,journals/jsac/LeeCM90,Article
618,Luciano Lenzini,journals/jsac/LenziniLLRZ00,Article
619,John O. Limb,journals/jsac/LenziniLLRZ00,Article
620,Willie W. Lu,journals/jsac/LenziniLLRZ00,Article
621,Izhak Rubin,journals/jsac/LenziniLLRZ00,Article
622,Moshe Zukerman,journals/jsac/LenziniLLRZ00,Article
623,Yi Shi,journals/jsac/ShiHSM06,Article
624,Yiwei Thomas Hou,journals/jsac/ShiHSM06,Article
625,Hanif D. Sherali,journals/jsac/ShiHSM06,Article
626,Scott F. Midkiff,journals/jsac/ShiHSM06,Article
627,Raja Datta,journals/jsac/DattaMGS04,Article
628,Bivas Mitra,journals/jsac/DattaMGS04,Article
629,Sujoy Ghose,journals/jsac/DattaMGS04,Article
630,Indranil Sengupta,journals/jsac/DattaMGS04,Article
631,Erol Gelenbe,journals/jsac/GelenbeHPD00,Article
632,Ibrahim W. Habib,journals/jsac/GelenbeHPD00,Article
633,Sergio Palazzo,journals/jsac/GelenbeHPD00,Article
634,Christos Douligeris,journals/jsac/GelenbeHPD00,Article
635,Lifeng Lai,journals/jsac/LaiLD12,Article
636,Yingbin Liang,journals/jsac/LaiLD12,Article
637,Wenliang Du,journals/jsac/LaiLD12,Article
638,Kazem Sohraby,journals/jsac/SohrabyZCL03,Article
639,Zhensheng Zhang,journals/jsac/SohrabyZCL03,Article
640,Xiaowen Chu,journals/jsac/SohrabyZCL03,Article
641,Bo Li 0001,journals/jsac/SohrabyZCL03,Article
642,Michael L. Moher,journals/jsac/MoherL89,Article
643,John H. Lodge,journals/jsac/MoherL89,Article
644,Kenneth Brayer,journals/jsac/Brayer87,Article
645,Alan J. Coulson,journals/jsac/Coulson01a,Article
646,Chih-Yao Wu,journals/jsac/WuLYLC13,Article
647,Pang-Chang Lan,journals/jsac/WuLYLC13,Article
648,Ping-Cheng Yeh,journals/jsac/WuLYLC13,Article
649,Chia-Han Lee,journals/jsac/WuLYLC13,Article
650,Chen-Mou Cheng,journals/jsac/WuLYLC13,Article
651,Jia Liu,journals/jsac/LiuSS12,Article
652,Ness B. Shroff,journals/jsac/LiuSS12,Article
653,Hanif D. Sherali,journals/jsac/LiuSS12,Article
654,Alexandre Graell i Amat,journals/jsac/AmatR09,Article
655,Eirik Rosnes,journals/jsac/AmatR09,Article
656,Shahram Shirani,journals/jsac/ShiraniKW00,Article
657,Faouzi Kossentini,journals/jsac/ShiraniKW00,Article
658,Rabab Kreidieh Ward,journals/jsac/ShiraniKW00,Article
659,Reza Mosayebi,journals/jsac/MosayebiAGNM14,Article
660,Hamidreza Arjmandi,journals/jsac/MosayebiAGNM14,Article
661,Amin Gohari,journals/jsac/MosayebiAGNM14,Article
662,Masoumeh Nasiri-Kenari,journals/jsac/MosayebiAGNM14,Article
663,Urbashi Mitra,journals/jsac/MosayebiAGNM14,Article
664,Eric Cronin,journals/jsac/CroninJJKRS02,Article
665,Sugih Jamin,journals/jsac/CroninJJKRS02,Article
666,Cheng Jin,journals/jsac/CroninJJKRS02,Article
667,Anthony R. Kurc,journals/jsac/CroninJJKRS02,Article
668,Danny Raz,journals/jsac/CroninJJKRS02,Article
669,Yuval Shavitt,journals/jsac/CroninJJKRS02,Article
670,Martine Lienard,journals/jsac/LienardDBD03,Article
671,Pierre Degauque,journals/jsac/LienardDBD03,Article
672,Jacques Baudet,journals/jsac/LienardDBD03,Article
673,Virginie Degardin,journals/jsac/LienardDBD03,Article
674,Xiaodong Lin,journals/jsac/LinLSNK09,Article
675,Rongxing Lu,journals/jsac/LinLSNK09,Article
676,Xuemin Shen,journals/jsac/LinLSNK09,Article
677,Yoshiaki Nemoto,journals/jsac/LinLSNK09,Article
678,Nei Kato,journals/jsac/LinLSNK09,Article
679,George N. Rouskas,journals/jsac/RouskasA97,Article
680,Mostafa H. Ammar,journals/jsac/RouskasA97,Article
681,Stephen Hornung,journals/jsac/HornungCYR86,Article
682,Stephen A. Cassidy,journals/jsac/HornungCYR86,Article
683,Peter Yennadhiou,journals/jsac/HornungCYR86,Article
684,Michael H. Reeve,journals/jsac/HornungCYR86,Article
685,Jack M. Winters,journals/jsac/Winters84,Article
686,Dionysios Karvelas,journals/jsac/KarvelasP93,Article
687,Michail Papamichail,journals/jsac/KarvelasP93,Article
688,P. R. Kumar,journals/jsac/Kumar95,Article
689,Thomas D. C. Little,journals/jsac/LittleG91,Article
690,Arif Ghafoor,journals/jsac/LittleG91,Article
691,Christian Frei,journals/jsac/FreiFH05,Article
692,Boi Faltings,journals/jsac/FreiFH05,Article
693,Mounir Hamdi,journals/jsac/FreiFH05,Article
694,Stefan Geirhofer,journals/jsac/GeirhoferTS08,Article
695,Lang Tong,journals/jsac/GeirhoferTS08,Article
696,Brian M. Sadler,journals/jsac/GeirhoferTS08,Article
697,Kiyoshi Toshimitsu,journals/jsac/ToshimitsuYKO94,Article
698,Takaya Yamazato,journals/jsac/ToshimitsuYKO94,Article
699,Masaaki Katayama,journals/jsac/ToshimitsuYKO94,Article
700,Akira Ogawa,journals/jsac/ToshimitsuYKO94,Article
701,Alfred C. Weaver,journals/jsac/Weaver86,Article
702,Fatih Alagz,journals/jsac/AlagozVWAP04,Article
703,Branimir R. Vojcic,journals/jsac/AlagozVWAP04,Article
704,David Walters,journals/jsac/AlagozVWAP04,Article
705,Amina AlRustamani,journals/jsac/AlagozVWAP04,Article
706,Raymond L. Pickholtz,journals/jsac/AlagozVWAP04,Article
707,Sirikiat Lek Ariyavisitakul,journals/jsac/AriyavisitakulG97,Article
708,Larry J. Greenstein,journals/jsac/AriyavisitakulG97,Article
709,George A. Hufford,journals/jsac/Hufford87,Article
710,Lin-Shan Lee,journals/jsac/LeeC86,Article
711,Ger-Chih Chou,journals/jsac/LeeC86,Article
712,Lutz H.-J. Lampe,journals/jsac/LampeSJ05,Article
713,Robert Schober,journals/jsac/LampeSJ05,Article
714,Mani Jain,journals/jsac/LampeSJ05,Article
715,Michael G. Hluchyj,journals/jsac/HluchyjK88,Article
716,Mark J. Karol,journals/jsac/HluchyjK88,Article
717,Ibrahim Matta,journals/jsac/MattaS95,Article
718,A. Udaya Shankar,journals/jsac/MattaS95,Article
719,Robert J. Siracusa,journals/jsac/SiracusaJZR93,Article
720,Kuriacose Joseph,journals/jsac/SiracusaJZR93,Article
721,Joel W. Zdepski,journals/jsac/SiracusaJZR93,Article
722,Dipankar Raychaudhuri,journals/jsac/SiracusaJZR93,Article
723,Philip Balaban,journals/jsac/BalabanSS84,Article
724,K. Sam Shanmugan,journals/jsac/BalabanSS84,Article
725,Bart Stuck,journals/jsac/BalabanSS84,Article
726,Lei Song,journals/jsac/SongMG01,Article
727,Narayan B. Mandayam,journals/jsac/SongMG01,Article
728,Zoran Gajic,journals/jsac/SongMG01,Article
729,Wei-Ming Yin,journals/jsac/YinL00,Article
730,Ying-Dar Lin,journals/jsac/YinL00,Article
731,J. Praveen,journals/jsac/PraveenPVKM06,Article
732,B. Praveen,journals/jsac/PraveenPVKM06,Article
733,T. Venkatesh,journals/jsac/PraveenPVKM06,Article
734,Y. V. Kiran,journals/jsac/PraveenPVKM06,Article
735,C. Siva Ram Murthy,journals/jsac/PraveenPVKM06,Article
736,Kenneth A. Miller,journals/jsac/MillerS84,Article
737,Arnold Schoen,journals/jsac/MillerS84,Article
738,Christos Doulkeridis,journals/jsac/DoulkeridisNV07,Article
739,Kjetil Nrvg,journals/jsac/DoulkeridisNV07,Article
740,Michalis Vazirgiannis,journals/jsac/DoulkeridisNV07,Article
741,Siew-Lian Tan,journals/jsac/TanF94,Article
742,Thomas R. Fischer,journals/jsac/TanF94,Article
743,Dong Wang,journals/jsac/WangKAA13,Article
744,Lance M. Kaplan,journals/jsac/WangKAA13,Article
745,Tarek F. Abdelzaher,journals/jsac/WangKAA13,Article
746,Charu C. Aggarwal,journals/jsac/WangKAA13,Article
747,Qinghua Guo,journals/jsac/GuoP08,Article
748,Li Ping,journals/jsac/GuoP08,Article
749,Keiichi Sakurai,journals/jsac/SakuraiKM84,Article
750,Keiichiro Koga,journals/jsac/SakuraiKM84,Article
751,Takuro Muratani,journals/jsac/SakuraiKM84,Article
752,Ted H. Szymanski,journals/jsac/SzymanskiG10,Article
753,Dave Gilbert,journals/jsac/SzymanskiG10,Article
754,Anthony S. Acampora,journals/jsac/AcamporaBK98,Article
755,Scott H. Bloom,journals/jsac/AcamporaBK98,Article
756,Srikanth V. Krishnamurthy,journals/jsac/AcamporaBK98,Article
757,Xiaohang Li,journals/jsac/LiWL11,Article
758,Chih-Chun Wang,journals/jsac/LiWL11,Article
759,Xiaojun Lin,journals/jsac/LiWL11,Article
760,John R. Fox,journals/jsac/FoxJ90,Article
761,Sam T. Jewell,journals/jsac/FoxJ90,Article
762,Fabio A. Schreiber,journals/jsac/Schreiber86,Article
763,Shengling Wang,journals/jsac/WangLCLHC13,Article
764,Min Liu,journals/jsac/WangLCLHC13,Article
765,Xiuzhen Cheng,journals/jsac/WangLCLHC13,Article
766,Zhongcheng Li,journals/jsac/WangLCLHC13,Article
767,Jian-Hui Huang,journals/jsac/WangLCLHC13,Article
768,Biao Chen,journals/jsac/WangLCLHC13,Article
769,Hassan M. Ahmed,journals/jsac/Ahmed90,Article
770,Hai Jiang,journals/jsac/JiangZSB06,Article
771,Weihua Zhuang,journals/jsac/JiangZSB06,Article
772,Xuemin Shen,journals/jsac/JiangZSB06,Article
773,Qi Bi,journals/jsac/JiangZSB06,Article
774,David R. Jones,journals/jsac/Jones86,Article
775,Atef Abdrabou,journals/jsac/AbdrabouZ06,Article
776,Weihua Zhuang,journals/jsac/AbdrabouZ06,Article
777,Guillaume Urvoy-Keller,journals/jsac/Urvoy-KellerHD02,Article
778,Grard Hbuterne,journals/jsac/Urvoy-KellerHD02,Article
779,Yves Dallery,journals/jsac/Urvoy-KellerHD02,Article
780,Jyun-Cheng Chen,journals/jsac/ChenS93,Article
781,John S. Sadowsky,journals/jsac/ChenS93,Article
782,Stan Kaufman,journals/jsac/KaufmanRL84,Article
783,Robert L. Reynolds,journals/jsac/KaufmanRL84,Article
784,George L. Loeffler,journals/jsac/KaufmanRL84,Article
785,James W. Matthews,journals/jsac/Matthews92,Article
786,A. Kumar,journals/jsac/KumarXW06,Article
787,J. Xu,journals/jsac/KumarXW06,Article
788,J. Wang,journals/jsac/KumarXW06,Article
789,Laurent Goulet,journals/jsac/GouletL03,Article
790,Harry Leib,journals/jsac/GouletL03,Article
791,Ana Moragrega,journals/jsac/MoragregaCI15,Article
792,Pau Closas,journals/jsac/MoragregaCI15,Article
793,Christian Ibars,journals/jsac/MoragregaCI15,Article
794,Paul D. Sutton,journals/jsac/SuttonND08,Article
795,Keith E. Nolan,journals/jsac/SuttonND08,Article
796,Linda Doyle,journals/jsac/SuttonND08,Article
797,Robert K. Kwan,journals/jsac/Kwan87,Article
798,Xuejiao Zhao,journals/jsac/ZhaoSSP15,Article
799,Gangxiang Shen,journals/jsac/ZhaoSSP15,Article
800,Weidong Shao,journals/jsac/ZhaoSSP15,Article
801,Limei Peng,journals/jsac/ZhaoSSP15,Article
802,Kyuho Son,journals/jsac/SonLYC11,Article
803,Soohwan Lee,journals/jsac/SonLYC11,Article
804,Yung Yi,journals/jsac/SonLYC11,Article
805,Song Chong,journals/jsac/SonLYC11,Article
806,Stuart N. Radcliffe,journals/jsac/RadcliffeY88,Article
807,Terence P. Young,journals/jsac/RadcliffeY88,Article
808,Cheng Luo,journals/jsac/LuoMZ05,Article
809,Muriel Mdard,journals/jsac/LuoMZ05,Article
810,Lizhong Zheng,journals/jsac/LuoMZ05,Article
811,Steven M. Bellovin,journals/jsac/BellovinB09,Article
812,Randy Bush,journals/jsac/BellovinB09,Article
813,Faouzi Kossentini,journals/jsac/KossentiniLSW97,Article
814,Yuen-Wen Lee,journals/jsac/KossentiniLSW97,Article
815,Mark J. T. Smith,journals/jsac/KossentiniLSW97,Article
816,Rabab Kreidieh Ward,journals/jsac/KossentiniLSW97,Article
817,Mathew M.-L. Cheng,journals/jsac/ChengC96,Article
818,Justin C.-I. Chuang,journals/jsac/ChengC96,Article
819,Guixi Zou,journals/jsac/ZouKM11,Article
820,George Kesidis,journals/jsac/ZouKM11,Article
821,David J. Miller 0001,journals/jsac/ZouKM11,Article
822,T. Houghton,journals/jsac/HoughtonGG91,Article
823,M. Gardner,journals/jsac/HoughtonGG91,Article
824,P. Gould,journals/jsac/HoughtonGG91,Article
825,Li Yang,journals/jsac/YangR07,Article
826,George N. Rouskas,journals/jsac/YangR07,Article
827,John R. Barry,journals/jsac/BarryKKLM93,Article
828,Joseph M. Kahn,journals/jsac/BarryKKLM93,Article
829,William J. Krause,journals/jsac/BarryKKLM93,Article
830,Edward A. Lee,journals/jsac/BarryKKLM93,Article
831,David G. Messerschmitt,journals/jsac/BarryKKLM93,Article
832,Young-Tae Kim,journals/jsac/KimLPL08,Article
833,Heunchul Lee,journals/jsac/KimLPL08,Article
834,Seokhwan Park,journals/jsac/KimLPL08,Article
835,Inkyu Lee,journals/jsac/KimLPL08,Article
836,Gopalakrishnan Ramamurthy,journals/jsac/RamamurthyD91,Article
837,Rajiv S. Dighe,journals/jsac/RamamurthyD91,Article
838,Weisi Guo,journals/jsac/GuoW12,Article
839,Ian J. Wassell,journals/jsac/GuoW12,Article
840,Rajiv Chakravorty,journals/jsac/ChakravortyKPC05,Article
841,Sachin Katti,journals/jsac/ChakravortyKPC05,Article
842,Ian Pratt,journals/jsac/ChakravortyKPC05,Article
